length,metric,model,seed,task,value
43,transition_consistency,cot_true,4,contains_11,0.9991472868217054
44,state_accuracy,cot_true,4,contains_11,0.9997727272727273
44,final_answer_accuracy,cot_true,4,contains_11,1.0
44,transition_consistency,cot_true,4,contains_11,0.9997727272727273
45,state_accuracy,cot_true,4,contains_11,0.9995555555555555
45,final_answer_accuracy,cot_true,4,contains_11,1.0
45,transition_consistency,cot_true,4,contains_11,0.9993333333333333
46,state_accuracy,cot_true,4,contains_11,0.9997826086956522
46,final_answer_accuracy,cot_true,4,contains_11,1.0
46,transition_consistency,cot_true,4,contains_11,0.9997101449275362
47,state_accuracy,cot_true,4,contains_11,0.999645390070922
47,final_answer_accuracy,cot_true,4,contains_11,1.0
47,transition_consistency,cot_true,4,contains_11,0.9995035460992908
48,state_accuracy,cot_true,4,contains_11,0.9997916666666666
48,final_answer_accuracy,cot_true,4,contains_11,1.0
48,transition_consistency,cot_true,4,contains_11,0.9996527777777777
49,state_accuracy,cot_true,4,contains_11,0.9997278911564625
49,final_answer_accuracy,cot_true,4,contains_11,1.0
49,transition_consistency,cot_true,4,contains_11,0.9995918367346939
50,state_accuracy,cot_true,4,contains_11,0.9996666666666667
50,final_answer_accuracy,cot_true,4,contains_11,0.9966666666666667
50,transition_consistency,cot_true,4,contains_11,0.9994
51,state_accuracy,cot_true,4,contains_11,0.9995424836601308
51,final_answer_accuracy,cot_true,4,contains_11,1.0
51,transition_consistency,cot_true,4,contains_11,0.9994117647058823
52,state_accuracy,cot_true,4,contains_11,0.9996153846153846
52,final_answer_accuracy,cot_true,4,contains_11,1.0
52,transition_consistency,cot_true,4,contains_11,0.999423076923077
53,state_accuracy,cot_true,4,contains_11,0.9996855345911949
53,final_answer_accuracy,cot_true,4,contains_11,1.0
53,transition_consistency,cot_true,4,contains_11,0.9994968553459119
54,state_accuracy,cot_true,4,contains_11,0.9996296296296296
54,final_answer_accuracy,cot_true,4,contains_11,1.0
54,transition_consistency,cot_true,4,contains_11,0.9995061728395062
55,state_accuracy,cot_true,4,contains_11,0.9995757575757576
55,final_answer_accuracy,cot_true,4,contains_11,1.0
55,transition_consistency,cot_true,4,contains_11,0.9993939393939394
56,state_accuracy,cot_true,4,contains_11,0.9996428571428572
56,final_answer_accuracy,cot_true,4,contains_11,1.0
56,transition_consistency,cot_true,4,contains_11,0.9995238095238095
57,state_accuracy,cot_true,4,contains_11,0.9997660818713451
57,final_answer_accuracy,cot_true,4,contains_11,1.0
57,transition_consistency,cot_true,4,contains_11,0.9995906432748538
58,state_accuracy,cot_true,4,contains_11,0.9998850574712643
58,final_answer_accuracy,cot_true,4,contains_11,1.0
58,transition_consistency,cot_true,4,contains_11,0.9997701149425288
59,state_accuracy,cot_true,4,contains_11,0.9998305084745762
59,final_answer_accuracy,cot_true,4,contains_11,1.0
59,transition_consistency,cot_true,4,contains_11,0.9997175141242938
60,state_accuracy,cot_true,4,contains_11,0.9998333333333334
60,final_answer_accuracy,cot_true,4,contains_11,1.0
60,transition_consistency,cot_true,4,contains_11,0.9997222222222222
61,state_accuracy,cot_true,4,contains_11,0.9998360655737705
61,final_answer_accuracy,cot_true,4,contains_11,1.0
61,transition_consistency,cot_true,4,contains_11,0.9997267759562841
62,state_accuracy,cot_true,4,contains_11,0.9996774193548387
62,final_answer_accuracy,cot_true,4,contains_11,1.0
62,transition_consistency,cot_true,4,contains_11,0.9994623655913979
63,state_accuracy,cot_true,4,contains_11,0.9998412698412699
63,final_answer_accuracy,cot_true,4,contains_11,1.0
63,transition_consistency,cot_true,4,contains_11,0.9997883597883598
64,state_accuracy,cot_true,4,contains_11,0.9996354166666667
64,final_answer_accuracy,cot_true,4,contains_11,1.0
64,transition_consistency,cot_true,4,contains_11,0.9995833333333334
65,state_accuracy,cot_true,4,contains_11,0.9998974358974358
65,final_answer_accuracy,cot_true,4,contains_11,1.0
65,transition_consistency,cot_true,4,contains_11,0.9997948717948718
66,state_accuracy,cot_true,4,contains_11,0.9998484848484849
66,final_answer_accuracy,cot_true,4,contains_11,1.0
66,transition_consistency,cot_true,4,contains_11,0.9997474747474747
67,state_accuracy,cot_true,4,contains_11,0.9999004975124378
67,final_answer_accuracy,cot_true,4,contains_11,1.0
67,transition_consistency,cot_true,4,contains_11,0.9998507462686567
68,state_accuracy,cot_true,4,contains_11,0.9997058823529412
68,final_answer_accuracy,cot_true,4,contains_11,1.0
68,transition_consistency,cot_true,4,contains_11,0.9995588235294117
69,state_accuracy,cot_true,4,contains_11,0.9998067632850242
69,final_answer_accuracy,cot_true,4,contains_11,1.0
69,transition_consistency,cot_true,4,contains_11,0.9997101449275362
70,state_accuracy,cot_true,4,contains_11,0.9998095238095238
70,final_answer_accuracy,cot_true,4,contains_11,1.0
70,transition_consistency,cot_true,4,contains_11,0.9996666666666667
71,state_accuracy,cot_true,4,contains_11,0.99962441314554
71,final_answer_accuracy,cot_true,4,contains_11,1.0
71,transition_consistency,cot_true,4,contains_11,0.9994366197183099
72,state_accuracy,cot_true,4,contains_11,0.9997685185185186
72,final_answer_accuracy,cot_true,4,contains_11,1.0
72,transition_consistency,cot_true,4,contains_11,0.9997222222222222
73,state_accuracy,cot_true,4,contains_11,0.9998173515981735
73,final_answer_accuracy,cot_true,4,contains_11,1.0
73,transition_consistency,cot_true,4,contains_11,0.9997716894977169
74,state_accuracy,cot_true,4,contains_11,0.9998648648648648
74,final_answer_accuracy,cot_true,4,contains_11,1.0
74,transition_consistency,cot_true,4,contains_11,0.9998198198198198
75,state_accuracy,cot_true,4,contains_11,0.9998666666666667
75,final_answer_accuracy,cot_true,4,contains_11,1.0
75,transition_consistency,cot_true,4,contains_11,0.9997777777777778
76,state_accuracy,cot_true,4,contains_11,0.9998245614035087
76,final_answer_accuracy,cot_true,4,contains_11,1.0
76,transition_consistency,cot_true,4,contains_11,0.9997807017543859
77,state_accuracy,cot_true,4,contains_11,0.9997835497835498
77,final_answer_accuracy,cot_true,4,contains_11,1.0
77,transition_consistency,cot_true,4,contains_11,0.9996969696969698
78,state_accuracy,cot_true,4,contains_11,0.9999145299145299
78,final_answer_accuracy,cot_true,4,contains_11,1.0
78,transition_consistency,cot_true,4,contains_11,0.9998717948717949
79,state_accuracy,cot_true,4,contains_11,0.999957805907173
79,final_answer_accuracy,cot_true,4,contains_11,1.0
79,transition_consistency,cot_true,4,contains_11,0.999915611814346
80,state_accuracy,cot_true,4,contains_11,0.9999166666666667
80,final_answer_accuracy,cot_true,4,contains_11,1.0
80,transition_consistency,cot_true,4,contains_11,0.9999166666666667
81,state_accuracy,cot_true,4,contains_11,0.999917695473251
81,final_answer_accuracy,cot_true,4,contains_11,1.0
81,transition_consistency,cot_true,4,contains_11,0.9998765432098765
82,state_accuracy,cot_true,4,contains_11,0.9999186991869918
82,final_answer_accuracy,cot_true,4,contains_11,1.0
82,transition_consistency,cot_true,4,contains_11,0.9998373983739838
83,state_accuracy,cot_true,4,contains_11,0.9999196787148594
83,final_answer_accuracy,cot_true,4,contains_11,1.0
83,transition_consistency,cot_true,4,contains_11,0.9999196787148594
84,state_accuracy,cot_true,4,contains_11,0.9997222222222222
84,final_answer_accuracy,cot_true,4,contains_11,1.0
84,transition_consistency,cot_true,4,contains_11,0.9995238095238095
85,state_accuracy,cot_true,4,contains_11,0.9998039215686274
85,final_answer_accuracy,cot_true,4,contains_11,1.0
85,transition_consistency,cot_true,4,contains_11,0.999686274509804
86,state_accuracy,cot_true,4,contains_11,0.9999612403100775
86,final_answer_accuracy,cot_true,4,contains_11,1.0
86,transition_consistency,cot_true,4,contains_11,0.999922480620155
87,state_accuracy,cot_true,4,contains_11,1.0
87,final_answer_accuracy,cot_true,4,contains_11,1.0
87,transition_consistency,cot_true,4,contains_11,1.0
88,state_accuracy,cot_true,4,contains_11,0.9996969696969698
88,final_answer_accuracy,cot_true,4,contains_11,1.0
88,transition_consistency,cot_true,4,contains_11,0.999469696969697
89,state_accuracy,cot_true,4,contains_11,0.999812734082397
89,final_answer_accuracy,cot_true,4,contains_11,1.0
89,transition_consistency,cot_true,4,contains_11,0.9997752808988764
90,state_accuracy,cot_true,4,contains_11,0.9999259259259259
90,final_answer_accuracy,cot_true,4,contains_11,1.0
90,transition_consistency,cot_true,4,contains_11,0.9998518518518519
91,state_accuracy,cot_true,4,contains_11,0.9998534798534798
91,final_answer_accuracy,cot_true,4,contains_11,1.0
91,transition_consistency,cot_true,4,contains_11,0.9997802197802198
92,state_accuracy,cot_true,4,contains_11,0.999927536231884
92,final_answer_accuracy,cot_true,4,contains_11,1.0
92,transition_consistency,cot_true,4,contains_11,0.9998550724637681
93,state_accuracy,cot_true,4,contains_11,0.9998566308243727
93,final_answer_accuracy,cot_true,4,contains_11,1.0
93,transition_consistency,cot_true,4,contains_11,0.9997849462365591
94,state_accuracy,cot_true,4,contains_11,0.999822695035461
94,final_answer_accuracy,cot_true,4,contains_11,1.0
94,transition_consistency,cot_true,4,contains_11,0.9997163120567376
95,state_accuracy,cot_true,4,contains_11,0.9997894736842106
95,final_answer_accuracy,cot_true,4,contains_11,1.0
95,transition_consistency,cot_true,4,contains_11,0.9996842105263158
96,state_accuracy,cot_true,4,contains_11,0.9998611111111111
96,final_answer_accuracy,cot_true,4,contains_11,1.0
96,transition_consistency,cot_true,4,contains_11,0.9997569444444444
97,state_accuracy,cot_true,4,contains_11,0.9998969072164948
97,final_answer_accuracy,cot_true,4,contains_11,1.0
97,transition_consistency,cot_true,4,contains_11,0.9998281786941581
98,state_accuracy,cot_true,4,contains_11,0.9998299319727891
98,final_answer_accuracy,cot_true,4,contains_11,1.0
98,transition_consistency,cot_true,4,contains_11,0.9997278911564625
99,state_accuracy,cot_true,4,contains_11,0.9999326599326599
99,final_answer_accuracy,cot_true,4,contains_11,1.0
99,transition_consistency,cot_true,4,contains_11,0.9999326599326599
100,state_accuracy,cot_true,4,contains_11,1.0
100,final_answer_accuracy,cot_true,4,contains_11,1.0
100,transition_consistency,cot_true,4,contains_11,1.0
101,state_accuracy,cot_true,4,contains_11,0.9999669966996699
101,final_answer_accuracy,cot_true,4,contains_11,1.0
101,transition_consistency,cot_true,4,contains_11,0.99993399339934
102,state_accuracy,cot_true,4,contains_11,0.9998692810457517
102,final_answer_accuracy,cot_true,4,contains_11,1.0
102,transition_consistency,cot_true,4,contains_11,0.9997385620915032
103,state_accuracy,cot_true,4,contains_11,0.9999029126213592
103,final_answer_accuracy,cot_true,4,contains_11,1.0
103,transition_consistency,cot_true,4,contains_11,0.9998381877022654
104,state_accuracy,cot_true,4,contains_11,0.9998717948717949
104,final_answer_accuracy,cot_true,4,contains_11,1.0
104,transition_consistency,cot_true,4,contains_11,0.9998076923076923
105,state_accuracy,cot_true,4,contains_11,0.999968253968254
105,final_answer_accuracy,cot_true,4,contains_11,1.0
105,transition_consistency,cot_true,4,contains_11,0.9999365079365079
106,state_accuracy,cot_true,4,contains_11,0.9998427672955975
106,final_answer_accuracy,cot_true,4,contains_11,1.0
106,transition_consistency,cot_true,4,contains_11,0.999748427672956
107,state_accuracy,cot_true,4,contains_11,0.9998753894080997
107,final_answer_accuracy,cot_true,4,contains_11,1.0
107,transition_consistency,cot_true,4,contains_11,0.9997819314641745
108,state_accuracy,cot_true,4,contains_11,0.9999382716049383
108,final_answer_accuracy,cot_true,4,contains_11,1.0
108,transition_consistency,cot_true,4,contains_11,0.9999382716049383
109,state_accuracy,cot_true,4,contains_11,0.9999388379204893
109,final_answer_accuracy,cot_true,4,contains_11,1.0
109,transition_consistency,cot_true,4,contains_11,0.9999082568807339
110,state_accuracy,cot_true,4,contains_11,0.9997878787878788
110,final_answer_accuracy,cot_true,4,contains_11,1.0
110,transition_consistency,cot_true,4,contains_11,0.9996666666666667
111,state_accuracy,cot_true,4,contains_11,0.9999099099099099
111,final_answer_accuracy,cot_true,4,contains_11,1.0
111,transition_consistency,cot_true,4,contains_11,0.9998498498498498
112,state_accuracy,cot_true,4,contains_11,0.9998214285714285
112,final_answer_accuracy,cot_true,4,contains_11,1.0
112,transition_consistency,cot_true,4,contains_11,0.9997321428571428
113,state_accuracy,cot_true,4,contains_11,0.999882005899705
113,final_answer_accuracy,cot_true,4,contains_11,1.0
113,transition_consistency,cot_true,4,contains_11,0.9998230088495575
114,state_accuracy,cot_true,4,contains_11,0.9999122807017544
114,final_answer_accuracy,cot_true,4,contains_11,1.0
114,transition_consistency,cot_true,4,contains_11,0.9998538011695907
115,state_accuracy,cot_true,4,contains_11,0.9999710144927536
115,final_answer_accuracy,cot_true,4,contains_11,1.0
115,transition_consistency,cot_true,4,contains_11,0.9999420289855072
116,state_accuracy,cot_true,4,contains_11,0.9998275862068966
116,final_answer_accuracy,cot_true,4,contains_11,1.0
116,transition_consistency,cot_true,4,contains_11,0.9997126436781609
117,state_accuracy,cot_true,4,contains_11,0.9998860398860399
117,final_answer_accuracy,cot_true,4,contains_11,1.0
117,transition_consistency,cot_true,4,contains_11,0.9998290598290598
118,state_accuracy,cot_true,4,contains_11,0.9999152542372881
118,final_answer_accuracy,cot_true,4,contains_11,1.0
118,transition_consistency,cot_true,4,contains_11,0.9998305084745762
119,state_accuracy,cot_true,4,contains_11,0.9997198879551821
119,final_answer_accuracy,cot_true,4,contains_11,1.0
119,transition_consistency,cot_true,4,contains_11,0.9996638655462184
120,state_accuracy,cot_true,4,contains_11,0.9998333333333334
120,final_answer_accuracy,cot_true,4,contains_11,1.0
120,transition_consistency,cot_true,4,contains_11,0.99975
121,state_accuracy,cot_true,4,contains_11,0.9999449035812672
121,final_answer_accuracy,cot_true,4,contains_11,1.0
121,transition_consistency,cot_true,4,contains_11,0.9999173553719009
122,state_accuracy,cot_true,4,contains_11,0.9998907103825136
122,final_answer_accuracy,cot_true,4,contains_11,1.0
122,transition_consistency,cot_true,4,contains_11,0.9998360655737705
123,state_accuracy,cot_true,4,contains_11,1.0
123,final_answer_accuracy,cot_true,4,contains_11,1.0
123,transition_consistency,cot_true,4,contains_11,1.0
124,state_accuracy,cot_true,4,contains_11,0.9998387096774194
124,final_answer_accuracy,cot_true,4,contains_11,1.0
124,transition_consistency,cot_true,4,contains_11,0.9997043010752689
125,state_accuracy,cot_true,4,contains_11,0.99984
125,final_answer_accuracy,cot_true,4,contains_11,1.0
125,transition_consistency,cot_true,4,contains_11,0.9997333333333334
126,state_accuracy,cot_true,4,contains_11,0.9998677248677249
126,final_answer_accuracy,cot_true,4,contains_11,1.0
126,transition_consistency,cot_true,4,contains_11,0.9998412698412699
127,state_accuracy,cot_true,4,contains_11,0.9998162729658793
127,final_answer_accuracy,cot_true,4,contains_11,1.0
127,transition_consistency,cot_true,4,contains_11,0.9996850393700787
128,state_accuracy,cot_true,4,contains_11,0.9998177083333334
128,final_answer_accuracy,cot_true,4,contains_11,1.0
128,transition_consistency,cot_true,4,contains_11,0.9997135416666667
2,state_accuracy,cot_pad,4,contains_11,1.0
2,final_answer_accuracy,cot_pad,4,contains_11,1.0
2,transition_consistency,cot_pad,4,contains_11,1.0
3,state_accuracy,cot_pad,4,contains_11,1.0
3,final_answer_accuracy,cot_pad,4,contains_11,1.0
3,transition_consistency,cot_pad,4,contains_11,1.0
4,state_accuracy,cot_pad,4,contains_11,1.0
4,final_answer_accuracy,cot_pad,4,contains_11,1.0
4,transition_consistency,cot_pad,4,contains_11,1.0
5,state_accuracy,cot_pad,4,contains_11,1.0
5,final_answer_accuracy,cot_pad,4,contains_11,1.0
5,transition_consistency,cot_pad,4,contains_11,1.0
6,state_accuracy,cot_pad,4,contains_11,0.9938888888888889
6,final_answer_accuracy,cot_pad,4,contains_11,0.9633333333333334
6,transition_consistency,cot_pad,4,contains_11,0.9938888888888889
7,state_accuracy,cot_pad,4,contains_11,0.9933333333333333
7,final_answer_accuracy,cot_pad,4,contains_11,0.99
7,transition_consistency,cot_pad,4,contains_11,0.9923809523809524
8,state_accuracy,cot_pad,4,contains_11,0.9795833333333334
8,final_answer_accuracy,cot_pad,4,contains_11,0.9166666666666666
8,transition_consistency,cot_pad,4,contains_11,0.9820833333333333
9,state_accuracy,cot_pad,4,contains_11,0.9814814814814815
9,final_answer_accuracy,cot_pad,4,contains_11,0.9166666666666666
9,transition_consistency,cot_pad,4,contains_11,0.9844444444444445
10,state_accuracy,cot_pad,4,contains_11,0.972
10,final_answer_accuracy,cot_pad,4,contains_11,0.8933333333333333
10,transition_consistency,cot_pad,4,contains_11,0.9776666666666667
11,state_accuracy,cot_pad,4,contains_11,0.9609090909090909
11,final_answer_accuracy,cot_pad,4,contains_11,0.8833333333333333
11,transition_consistency,cot_pad,4,contains_11,0.9763636363636363
12,state_accuracy,cot_pad,4,contains_11,0.9483333333333334
12,final_answer_accuracy,cot_pad,4,contains_11,0.87
12,transition_consistency,cot_pad,4,contains_11,0.9641666666666666
13,state_accuracy,cot_pad,4,contains_11,0.9456410256410256
13,final_answer_accuracy,cot_pad,4,contains_11,0.8566666666666667
13,transition_consistency,cot_pad,4,contains_11,0.9646153846153847
14,state_accuracy,cot_pad,4,contains_11,0.950952380952381
14,final_answer_accuracy,cot_pad,4,contains_11,0.89
14,transition_consistency,cot_pad,4,contains_11,0.9669047619047619
15,state_accuracy,cot_pad,4,contains_11,0.9464444444444444
15,final_answer_accuracy,cot_pad,4,contains_11,0.8633333333333333
15,transition_consistency,cot_pad,4,contains_11,0.96
16,state_accuracy,cot_pad,4,contains_11,0.9489583333333333
16,final_answer_accuracy,cot_pad,4,contains_11,0.8866666666666667
16,transition_consistency,cot_pad,4,contains_11,0.9633333333333334
17,state_accuracy,cot_pad,4,contains_11,0.9358823529411765
17,final_answer_accuracy,cot_pad,4,contains_11,0.89
17,transition_consistency,cot_pad,4,contains_11,0.9605882352941176
18,state_accuracy,cot_pad,4,contains_11,0.947037037037037
18,final_answer_accuracy,cot_pad,4,contains_11,0.9
18,transition_consistency,cot_pad,4,contains_11,0.9661111111111111
19,state_accuracy,cot_pad,4,contains_11,0.9326315789473684
19,final_answer_accuracy,cot_pad,4,contains_11,0.9033333333333333
19,transition_consistency,cot_pad,4,contains_11,0.9557894736842105
20,state_accuracy,cot_pad,4,contains_11,0.9338333333333333
20,final_answer_accuracy,cot_pad,4,contains_11,0.8733333333333333
20,transition_consistency,cot_pad,4,contains_11,0.948
21,state_accuracy,cot_pad,4,contains_11,0.9226984126984127
21,final_answer_accuracy,cot_pad,4,contains_11,0.85
21,transition_consistency,cot_pad,4,contains_11,0.9522222222222222
22,state_accuracy,cot_pad,4,contains_11,0.9184848484848485
22,final_answer_accuracy,cot_pad,4,contains_11,0.8933333333333333
22,transition_consistency,cot_pad,4,contains_11,0.948030303030303
23,state_accuracy,cot_pad,4,contains_11,0.8969565217391304
23,final_answer_accuracy,cot_pad,4,contains_11,0.8433333333333334
23,transition_consistency,cot_pad,4,contains_11,0.9381159420289855
24,state_accuracy,cot_pad,4,contains_11,0.9108333333333334
24,final_answer_accuracy,cot_pad,4,contains_11,0.8966666666666666
24,transition_consistency,cot_pad,4,contains_11,0.9448611111111112
25,state_accuracy,cot_pad,4,contains_11,0.9216
25,final_answer_accuracy,cot_pad,4,contains_11,0.8766666666666667
25,transition_consistency,cot_pad,4,contains_11,0.9489333333333333
26,state_accuracy,cot_pad,4,contains_11,0.9238461538461539
26,final_answer_accuracy,cot_pad,4,contains_11,0.9033333333333333
26,transition_consistency,cot_pad,4,contains_11,0.9482051282051283
27,state_accuracy,cot_pad,4,contains_11,0.9158024691358024
27,final_answer_accuracy,cot_pad,4,contains_11,0.88
27,transition_consistency,cot_pad,4,contains_11,0.9477777777777778
28,state_accuracy,cot_pad,4,contains_11,0.9366666666666666
28,final_answer_accuracy,cot_pad,4,contains_11,0.9133333333333333
28,transition_consistency,cot_pad,4,contains_11,0.955
29,state_accuracy,cot_pad,4,contains_11,0.9082758620689655
29,final_answer_accuracy,cot_pad,4,contains_11,0.91
29,transition_consistency,cot_pad,4,contains_11,0.9405747126436782
30,state_accuracy,cot_pad,4,contains_11,0.9236666666666666
30,final_answer_accuracy,cot_pad,4,contains_11,0.9066666666666666
30,transition_consistency,cot_pad,4,contains_11,0.9505555555555556
31,state_accuracy,cot_pad,4,contains_11,0.9176344086021505
31,final_answer_accuracy,cot_pad,4,contains_11,0.8933333333333333
31,transition_consistency,cot_pad,4,contains_11,0.9512903225806452
32,state_accuracy,cot_pad,4,contains_11,0.9061458333333333
32,final_answer_accuracy,cot_pad,4,contains_11,0.8633333333333333
32,transition_consistency,cot_pad,4,contains_11,0.9464583333333333
33,state_accuracy,cot_pad,4,contains_11,0.9187878787878788
33,final_answer_accuracy,cot_pad,4,contains_11,0.8966666666666666
33,transition_consistency,cot_pad,4,contains_11,0.9415151515151515
34,state_accuracy,cot_pad,4,contains_11,0.9118627450980392
34,final_answer_accuracy,cot_pad,4,contains_11,0.8866666666666667
34,transition_consistency,cot_pad,4,contains_11,0.9476470588235294
35,state_accuracy,cot_pad,4,contains_11,0.9332380952380952
35,final_answer_accuracy,cot_pad,4,contains_11,0.9
35,transition_consistency,cot_pad,4,contains_11,0.9476190476190476
36,state_accuracy,cot_pad,4,contains_11,0.909537037037037
36,final_answer_accuracy,cot_pad,4,contains_11,0.8366666666666667
36,transition_consistency,cot_pad,4,contains_11,0.9434259259259259
37,state_accuracy,cot_pad,4,contains_11,0.9031531531531531
37,final_answer_accuracy,cot_pad,4,contains_11,0.6833333333333333
37,transition_consistency,cot_pad,4,contains_11,0.9394594594594594
38,state_accuracy,cot_pad,4,contains_11,0.8917543859649123
38,final_answer_accuracy,cot_pad,4,contains_11,0.65
38,transition_consistency,cot_pad,4,contains_11,0.9402631578947368
39,state_accuracy,cot_pad,4,contains_11,0.9085470085470085
39,final_answer_accuracy,cot_pad,4,contains_11,0.8266666666666667
39,transition_consistency,cot_pad,4,contains_11,0.9377777777777778
40,state_accuracy,cot_pad,4,contains_11,0.8934166666666666
40,final_answer_accuracy,cot_pad,4,contains_11,0.9466666666666667
40,transition_consistency,cot_pad,4,contains_11,0.9245
41,state_accuracy,cot_pad,4,contains_11,0.9045528455284553
41,final_answer_accuracy,cot_pad,4,contains_11,0.9533333333333334
41,transition_consistency,cot_pad,4,contains_11,0.9366666666666666
42,state_accuracy,cot_pad,4,contains_11,0.9038888888888889
42,final_answer_accuracy,cot_pad,4,contains_11,0.9033333333333333
42,transition_consistency,cot_pad,4,contains_11,0.9384126984126984
43,state_accuracy,cot_pad,4,contains_11,0.9031007751937985
43,final_answer_accuracy,cot_pad,4,contains_11,0.9333333333333333
43,transition_consistency,cot_pad,4,contains_11,0.933875968992248
44,state_accuracy,cot_pad,4,contains_11,0.9091666666666667
44,final_answer_accuracy,cot_pad,4,contains_11,0.9233333333333333
44,transition_consistency,cot_pad,4,contains_11,0.9372727272727273
45,state_accuracy,cot_pad,4,contains_11,0.894074074074074
45,final_answer_accuracy,cot_pad,4,contains_11,0.91
45,transition_consistency,cot_pad,4,contains_11,0.9287407407407408
46,state_accuracy,cot_pad,4,contains_11,0.9041304347826087
46,final_answer_accuracy,cot_pad,4,contains_11,0.92
46,transition_consistency,cot_pad,4,contains_11,0.9339855072463769
47,state_accuracy,cot_pad,4,contains_11,0.8887234042553191
47,final_answer_accuracy,cot_pad,4,contains_11,0.9333333333333333
47,transition_consistency,cot_pad,4,contains_11,0.9264539007092198
48,state_accuracy,cot_pad,4,contains_11,0.9116666666666666
48,final_answer_accuracy,cot_pad,4,contains_11,0.94
48,transition_consistency,cot_pad,4,contains_11,0.9369444444444445
49,state_accuracy,cot_pad,4,contains_11,0.9001360544217687
49,final_answer_accuracy,cot_pad,4,contains_11,0.8633333333333333
49,transition_consistency,cot_pad,4,contains_11,0.9331292517006803
50,state_accuracy,cot_pad,4,contains_11,0.9009333333333334
50,final_answer_accuracy,cot_pad,4,contains_11,0.8
50,transition_consistency,cot_pad,4,contains_11,0.9359333333333333
51,state_accuracy,cot_pad,4,contains_11,0.9050980392156863
51,final_answer_accuracy,cot_pad,4,contains_11,0.8966666666666666
51,transition_consistency,cot_pad,4,contains_11,0.9402614379084967
52,state_accuracy,cot_pad,4,contains_11,0.9001923076923077
52,final_answer_accuracy,cot_pad,4,contains_11,0.92
52,transition_consistency,cot_pad,4,contains_11,0.9332692307692307
53,state_accuracy,cot_pad,4,contains_11,0.8922012578616352
53,final_answer_accuracy,cot_pad,4,contains_11,0.9166666666666666
53,transition_consistency,cot_pad,4,contains_11,0.9348427672955975
54,state_accuracy,cot_pad,4,contains_11,0.8867283950617284
54,final_answer_accuracy,cot_pad,4,contains_11,0.8733333333333333
54,transition_consistency,cot_pad,4,contains_11,0.9262345679012346
55,state_accuracy,cot_pad,4,contains_11,0.9024848484848484
55,final_answer_accuracy,cot_pad,4,contains_11,0.8566666666666667
55,transition_consistency,cot_pad,4,contains_11,0.9322424242424242
56,state_accuracy,cot_pad,4,contains_11,0.8838690476190476
56,final_answer_accuracy,cot_pad,4,contains_11,0.89
56,transition_consistency,cot_pad,4,contains_11,0.9251785714285714
57,state_accuracy,cot_pad,4,contains_11,0.8919883040935672
57,final_answer_accuracy,cot_pad,4,contains_11,0.8633333333333333
57,transition_consistency,cot_pad,4,contains_11,0.9254970760233918
58,state_accuracy,cot_pad,4,contains_11,0.8889655172413793
58,final_answer_accuracy,cot_pad,4,contains_11,0.8566666666666667
58,transition_consistency,cot_pad,4,contains_11,0.9233333333333333
59,state_accuracy,cot_pad,4,contains_11,0.9046327683615819
59,final_answer_accuracy,cot_pad,4,contains_11,0.8866666666666667
59,transition_consistency,cot_pad,4,contains_11,0.9364406779661016
60,state_accuracy,cot_pad,4,contains_11,0.9024444444444445
60,final_answer_accuracy,cot_pad,4,contains_11,0.83
60,transition_consistency,cot_pad,4,contains_11,0.9269444444444445
61,state_accuracy,cot_pad,4,contains_11,0.8888524590163934
61,final_answer_accuracy,cot_pad,4,contains_11,0.7933333333333333
61,transition_consistency,cot_pad,4,contains_11,0.9310382513661202
62,state_accuracy,cot_pad,4,contains_11,0.8909139784946236
62,final_answer_accuracy,cot_pad,4,contains_11,0.8166666666666667
62,transition_consistency,cot_pad,4,contains_11,0.9285483870967742
63,state_accuracy,cot_pad,4,contains_11,0.9037037037037037
63,final_answer_accuracy,cot_pad,4,contains_11,0.8433333333333334
63,transition_consistency,cot_pad,4,contains_11,0.9354497354497354
64,state_accuracy,cot_pad,4,contains_11,0.8844270833333333
64,final_answer_accuracy,cot_pad,4,contains_11,0.86
64,transition_consistency,cot_pad,4,contains_11,0.92515625
65,state_accuracy,cot_pad,4,contains_11,0.8904615384615384
65,final_answer_accuracy,cot_pad,4,contains_11,0.9333333333333333
65,transition_consistency,cot_pad,4,contains_11,0.9341538461538461
66,state_accuracy,cot_pad,4,contains_11,0.8822727272727273
66,final_answer_accuracy,cot_pad,4,contains_11,0.95
66,transition_consistency,cot_pad,4,contains_11,0.924040404040404
67,state_accuracy,cot_pad,4,contains_11,0.8992537313432836
67,final_answer_accuracy,cot_pad,4,contains_11,0.95
67,transition_consistency,cot_pad,4,contains_11,0.9323383084577115
68,state_accuracy,cot_pad,4,contains_11,0.879264705882353
68,final_answer_accuracy,cot_pad,4,contains_11,0.9433333333333334
68,transition_consistency,cot_pad,4,contains_11,0.9235294117647059
69,state_accuracy,cot_pad,4,contains_11,0.8961835748792271
69,final_answer_accuracy,cot_pad,4,contains_11,0.8633333333333333
69,transition_consistency,cot_pad,4,contains_11,0.928743961352657
70,state_accuracy,cot_pad,4,contains_11,0.8838571428571429
70,final_answer_accuracy,cot_pad,4,contains_11,0.86
70,transition_consistency,cot_pad,4,contains_11,0.9317142857142857
71,state_accuracy,cot_pad,4,contains_11,0.8756338028169014
71,final_answer_accuracy,cot_pad,4,contains_11,0.84
71,transition_consistency,cot_pad,4,contains_11,0.9238028169014084
